prop_01,Valid,0.013298099999999998
prop_02,Valid,0.098820002
prop_03,Valid,0.085502535
prop_04,Unknown,0.083653765
prop_06,Valid,0.005192799999999999
prop_07,Valid,0.006335233333333333
prop_08,Valid,0.009350666666666667
prop_09,Valid,0.017582633333333333
prop_10,Valid,0.0050782
prop_11,Valid,0.0008692
prop_12,Valid,0.021418733333333335
prop_13,Valid,0.0009962666666666667
prop_14,Valid,0.06995616666666667
prop_15,Valid,0.05739876666666667
prop_17,Valid,0.0038807666666666662
prop_18,Valid,0.0055992333333333335
prop_19,Valid,0.01653
prop_20,Unknown,0.11552043666666667
prop_21,Valid,0.005178933333333333
prop_22,Valid,0.029536100000000003
prop_23,Valid,0.017123533333333333
prop_24,Valid,0.0364301
prop_25,Valid,0.026751233333333332
prop_28,Invalid,0.02400596666666667
prop_29,Invalid,0.024400466666666665
prop_30,Invalid,0.0230611
prop_31,Valid,0.03186736666666667
prop_32,Valid,0.013444866666666666
prop_33,Valid,0.014024100000000001
prop_34,Valid,0.023701366666666668
prop_35,Valid,0.010282233333333333
prop_36,Valid,0.008828899999999999
prop_37,Invalid,0.12927297
prop_38,Valid,0.17772159999999998
prop_39,Valid,0.0409179
prop_40,Valid,0.0005692333333333334
prop_41,Valid,0.0173262
prop_42,Valid,0.0011054666666666666
prop_43,Valid,0.03281596666666667
prop_44,Valid,0.023893166666666667
prop_45,Valid,0.0010534
prop_46,Valid,0.0008939
prop_47,Timeout,60.067057
prop_49,Valid,0.10861672866666666
prop_50,Valid,0.030492666666666664
prop_51,Valid,0.020253300000000002
prop_52,Valid,4.2857962999999994
prop_53,Unknown,1.4022710999999999
prop_54,Unknown,0.15317326666666667
prop_55,Valid,0.028638066666666667
prop_56,Valid,1.5431519666666667
prop_57,Valid,0.06507556666666667
prop_58,Valid,0.031757233333333336
prop_61,Valid,0.06082563333333334
prop_64,Valid,0.02149483333333333
prop_65,Unknown,0.156360865
prop_66,Unknown,0.3000431333333333
prop_67,Valid,0.030703799999999996
prop_68,Unknown,0.33744199999999996
prop_69,Unknown,0.11450250333333334
prop_72,Unknown,5.297839000000001
prop_73,Valid,9.475058
prop_74,Unknown,14.726341333333332
prop_75,Valid,4.099102633333333
prop_78,Invalid,0.06646266333333332
prop_79,Valid,0.021163233333333333
prop_80,Valid,0.03643623333333333
prop_81,Unknown,6.4385776
prop_82,Valid,0.03875903333333334
prop_83,Valid,0.45862553333333334
prop_84,Valid,0.04403546666666667
prop_86,Valid,0.0157261
prop_87,Valid,0.0511358
prop_88,Valid,0.0439468
prop_89,Valid,0.06269026666666667
prop_90,Valid,0.025348066666666665
